politician,BioGuideID,disclosure_date,TransactionDate,ticker,action,Range,chamber,amount,party,last_modified,TickerType,Description,ExcessReturn,PriceChange,SPYChange
Sheldon Whitehouse,W000802,2025-10-03,2025-09-04,UNH,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-10-03,Stock,,5.06044987269028,10.1359623687093,5.07551249601904
Markwayne Mullin,M001190,2025-10-01,2025-09-23,WAB,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-10-01,Stock,,7.72405031440039,10.2308364608503,2.50678614644995
Markwayne Mullin,M001190,2025-10-01,2025-09-23,WAB,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-01,Stock,,7.72405031440039,10.2308364608503,2.50678614644995
Markwayne Mullin,M001190,2025-10-01,2025-09-23,WAB,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-01,Stock,,7.72405031440039,10.2308364608503,2.50678614644995
Markwayne Mullin,M001190,2025-10-01,2025-09-24,ACN,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-01,Stock,,10.7355337928562,13.5854107411745,2.84987694831829
Markwayne Mullin,M001190,2025-10-01,2025-09-24,ISRG,BUY,"$50,001 - $100,000",Senate,50001.0,R,2025-10-01,Stock,,19.2970182520241,22.1468952003424,2.84987694831829
Markwayne Mullin,M001190,2025-10-01,2025-09-24,ADBE,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-01,Stock,,-1.95537699077873,0.894499957539566,2.84987694831829
Markwayne Mullin,M001190,2025-10-01,2025-09-24,NOW,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-10-01,Stock,,-10.1685180017055,-7.31864105338719,2.84987694831829
Markwayne Mullin,M001190,2025-10-01,2025-09-24,IHF,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-01,Stock,,-2.91086495401051,-0.0609880056922162,2.84987694831829
Markwayne Mullin,M001190,2025-10-01,2025-09-24,UNH,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-10-01,Stock,,-5.68379298254132,-2.83391603422303,2.84987694831829
Markwayne Mullin,M001190,2025-10-01,2025-09-24,INTU,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-10-01,Stock,,-6.28472776655114,-3.43485081823285,2.84987694831829
Markwayne Mullin,M001190,2025-10-01,2025-09-24,TXN,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-10-01,Stock,,-5.56899208373186,-2.71911513541357,2.84987694831829
John Boozman,B001236,2025-09-12,2025-08-22,ABBV,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,0.365672860742066,6.03988603988604,5.67421317914397
John Boozman,B001236,2025-09-12,2025-08-22,MU,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,99.2374115659274,104.911624745071,5.67421317914397
John Boozman,B001236,2025-09-12,2025-08-14,EMRZX,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-09-12,Stock,,,,
John Boozman,B001236,2025-09-12,2025-08-11,ABBV,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,5.18289482932912,12.4244865082561,7.24159167892703
John Boozman,B001236,2025-09-12,2025-08-07,EMRZX,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-09-12,Stock,,,,
John Boozman,B001236,2025-09-12,2025-08-01,VEA,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,1.83345953873391,11.5315958586219,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,PPLT,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,22.7716679283419,32.4698042482299,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,URNM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,16.9313279658263,26.6294642857143,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,GEM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,2.37082919735339,12.0689655172414,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,EFA,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,0.852900454083812,10.5510367739718,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,TBLL,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-09-12,Stock,,-9.49927268352435,0.198863636363644,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,GIGB,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-9.21876326252179,0.479373057366208,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,SLV,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,57.3158559397131,67.0139922596011,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,PALL,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,14.2688058288723,23.9669421487603,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,IVV,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-0.00951068953500211,9.68862563035299,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,EMLP,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-10.1187462042203,-0.420609884332273,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,EMRZX,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,,,
John Boozman,B001236,2025-09-12,2025-08-22,NVDA,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-7.34284624841753,-1.66863306927355,5.67421317914397
John Boozman,B001236,2025-09-12,2025-08-22,LLY,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,38.7038780978344,44.3780912769784,5.67421317914397
John Boozman,B001236,2025-09-12,2025-08-14,RNWGX,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-09-12,Stock,,,,
John Boozman,B001236,2025-09-12,2025-08-11,LLY,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,54.5149651045496,61.7565567834766,7.24159167892703
John Boozman,B001236,2025-09-12,2025-08-07,AMD,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,14.421000152513,22.262180974478,7.84118082196495
John Boozman,B001236,2025-09-12,2025-08-07,RNWGX,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-09-12,Stock,,,,
John Boozman,B001236,2025-09-12,2025-08-01,IEI,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-9.40404338652106,0.294092933366939,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,SCHP,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-9.77312694605974,-0.0749906261717403,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,IWM,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,8.41558041191919,18.1137167318072,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,AGZ,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-9.16423724150494,0.533899078383061,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,WWSYX,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,,,
John Boozman,B001236,2025-09-12,2025-08-01,GEM,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,2.37082919735339,12.0689655172414,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,IEF,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-9.16510956403516,0.533026755852833,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,TLT,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-10.2447088546181,-0.546572534730118,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,MBB,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-8.38571634549619,1.31241997439181,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,CMBS,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-8.53342801232254,1.16470830756546,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,JMBS,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-8.22853044146447,1.46960587842352,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,VNQI,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-5.39044401219569,4.30769230769231,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,SHY,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-9.44408357369878,0.254052746189218,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,TLH,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,-9.80648935377294,-0.108353033884948,9.698136319888
John Boozman,B001236,2025-09-12,2025-08-01,RNWGX,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-12,Stock,,,,
Sheldon Whitehouse,W000802,2025-09-03,2025-08-28,KVUE,SELL,"$1,001 - $15,000",Senate,1001.0,D,2025-09-03,Stock,,-20.7158856649319,-15.6280428432327,5.08784282169919
Sheldon Whitehouse,W000802,2025-09-03,2025-08-28,LRCX,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-09-03,Stock,,49.1248577259039,54.212700547603,5.08784282169919
Sheldon Whitehouse,W000802,2025-09-03,2025-08-28,UNH,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-09-03,Stock,,7.99562007816516,13.0834628998644,5.08784282169919
Sheldon Whitehouse,W000802,2025-09-03,2025-08-28,DHR,SELL,"$1,001 - $15,000",Senate,1001.0,D,2025-09-03,Stock,,5.1610733456738,10.248916167373,5.08784282169919
Shelley Moore Capito,C001047,2025-09-03,2025-08-04,BLK,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-09-03,Stock,,-10.4714889982407,-2.41653674533627,8.05495225290447
Shelley Moore Capito,C001047,2025-09-03,2025-08-01,PLD,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-03,Stock,,14.3891766150086,24.0873129348966,9.698136319888
Shelley Moore Capito,C001047,2025-09-03,2025-08-01,SHW,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-09-03,Stock,,-13.9845577985869,-4.28642147869894,9.698136319888
Markwayne Mullin,M001190,2025-08-18,2025-08-01,UNH,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-08-19,Stock,,34.0710523918923,43.7691887117803,9.698136319888
Angus King,K000383,2025-08-18,2025-07-21,JPM,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,1.00393003378685,9.46833006839191,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,GOOGL,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,54.2341796602924,62.6985796948974,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,KEX,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-12.6256708625426,-4.16127082793749,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,AMD,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,25.7903770354586,34.2547770700637,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,TMO,SELL,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,32.8602406529042,41.3246406875093,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,BAC,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,7.66870864273277,16.1331086773378,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,XOM,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,1.50320755447406,9.96760758907913,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,META,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-18.1051257364277,-9.64072570182267,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,LOW,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,3.47711460936759,11.9415146439727,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,BX,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-17.7690973769771,-9.30469734237206,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,ADSK,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-7.62417778226736,0.840222252337702,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,PYPL,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-26.0532800132204,-17.5888799786153,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,ANET,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,3.31769834367646,11.7820983782815,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,NVDA,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-6.34046491965582,2.12393511494924,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,MSFT,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-14.6460257257002,-6.18162569109517,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,PWR,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,1.43125039433187,9.89565042893694,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,NFLX,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-31.2793553971777,-22.8149553625727,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,VRT,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,19.3146982935781,27.7790983281832,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,AMAT,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,26.1132439091154,34.5776439437204,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,UBER,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-15.1010827901996,-6.63668275559456,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,MRVL,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,7.0913076029531,15.5557076375582,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-21,ONON,BUY,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,-16.8274896794087,-8.36308964480361,8.46440003460506
Angus King,K000383,2025-08-18,2025-07-15,UNH,SELL,"$1,001 - $15,000",Senate,1001.0,I,2025-08-18,Stock,,7.56538810284383,17.1848753899421,9.61948728709824
John Boozman,B001236,2025-08-06,2025-07-31,MDLZ,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-07,Stock,,-24.3544264794448,-16.4631318596383,7.89129461980655
John Boozman,B001236,2025-08-06,2025-07-31,GD,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-07,Stock,,0.413958741767209,8.30525336157376,7.89129461980655
John Boozman,B001236,2025-08-06,2025-07-24,JPM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-07,Stock,,-0.0684085132159211,7.40853144495025,7.47693995816617
John Boozman,B001236,2025-08-06,2025-07-08,HYG,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-07,Stock,,-9.20774348323625,0.725090636329539,9.93283411956579
John Boozman,B001236,2025-08-06,2025-07-01,MU,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-07,Stock,,89.061448553198,99.4705931011663,10.4091445479684
John Boozman,B001236,2025-08-06,2025-07-31,GE,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-08-07,Stock,,2.70705273152886,10.5983473513354,7.89129461980655
John Boozman,B001236,2025-08-06,2025-07-31,WMT,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-08-07,Stock,,11.2146453679461,19.1059399877526,7.89129461980655
John Boozman,B001236,2025-08-06,2025-07-08,GIGB,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-08-07,Stock,,-8.22875210553477,1.70408201403102,9.93283411956579
Sheldon Whitehouse,W000802,2025-08-04,2025-07-07,NVDA,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-08-04,Stock,,0.744521690364927,10.6041456016178,9.85962391125287
Sheldon Whitehouse,W000802,2025-08-04,2025-07-03,ADI,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-08-04,Stock,,4.71343508501005,13.6926082709215,8.97917318591147
Shelley Moore Capito,C001047,2025-08-04,2025-07-31,GD,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,0.413958741767209,8.30525336157376,7.89129461980655
Shelley Moore Capito,C001047,2025-08-04,2025-07-31,CL,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,-14.4625528189717,-6.57125819916517,7.89129461980655
Shelley Moore Capito,C001047,2025-08-04,2025-07-31,PPG,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,-9.74911452501981,-1.85781990521326,7.89129461980655
Shelley Moore Capito,C001047,2025-08-04,2025-07-30,PPG,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,-10.0367424507568,-2.55058823529411,7.48615421546269
Shelley Moore Capito,C001047,2025-08-04,2025-07-29,META,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,-15.32260250915,-7.96714285714285,7.35545965200713
Shelley Moore Capito,C001047,2025-08-04,2025-07-29,GOOGL,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,50.6470946264092,58.0025542784164,7.35545965200713
Shelley Moore Capito,C001047,2025-08-04,2025-07-18,MSFT,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,-14.8378324717075,-6.17978629546124,8.65804617624628
Shelley Moore Capito,C001047,2025-08-04,2025-07-18,AAPL,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,23.1157960436609,31.7738422199072,8.65804617624628
Shelley Moore Capito,C001047,2025-08-04,2025-07-18,AVGO,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,18.3730825030789,27.0311286793252,8.65804617624628
Shelley Moore Capito,C001047,2025-08-04,2025-07-18,AFL,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,-0.585768851292928,8.07227732495335,8.65804617624628
Shelley Moore Capito,C001047,2025-08-04,2025-07-18,JPM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,0.697534556407271,9.35558073265355,8.65804617624628
Shelley Moore Capito,C001047,2025-08-04,2025-07-17,CB,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-08-04,Stock,,3.37449166961082,11.983591084005,8.60909941439413
Shelley Moore Capito,C001047,2025-08-04,2025-07-01,AXP,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-08-04,Stock,,8.2030775709043,18.6122221188727,10.4091445479684
John Boozman,B001236,2025-07-09,2025-06-11,MU,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-07-09,Stock,,94.4388098313207,107.825562354563,13.3867525232428
John Boozman,B001236,2025-07-09,2025-06-11,UNH,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-07-09,Stock,,-3.31462475405164,10.0721277691911,13.3867525232428
John Boozman,B001236,2025-07-09,2025-06-11,TBLL,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-07-09,Stock,,-13.2732129263083,0.113539596934435,13.3867525232428
John Boozman,B001236,2025-07-09,2025-06-11,AVGO,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-07-09,Stock,,28.9286956599054,42.3154481831482,13.3867525232428
John Hickenlooper,H000273,2025-07-07,2025-06-12,CMG,SELL,"$100,001 - $250,000",Senate,100001.0,D,2025-07-08,Stock,,-41.9438094184087,-28.9840833169581,12.9597261014506
Shelley Moore Capito,C001047,2025-07-04,2025-06-23,UNH,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-07-05,Stock,,0.404672112398913,13.6889716642277,13.2842995518288
Shelley Moore Capito,C001047,2025-07-04,2025-06-18,XOM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-07-05,Stock,,-9.16013855099256,4.97393762699885,14.1340761779914
Shelley Moore Capito,C001047,2025-07-04,2025-06-18,WFC,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-07-05,Stock,,9.97617268473272,24.1102488627241,14.1340761779914
Shelley Moore Capito,C001047,2025-07-04,2025-06-18,ADI,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-07-05,Stock,,7.49448902993369,21.6285652079251,14.1340761779914
Shelley Moore Capito,C001047,2025-07-04,2025-06-18,C,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-07-05,Stock,,28.558967855193,42.6930440331844,14.1340761779914
Shelley Moore Capito,C001047,2025-07-04,2025-06-18,MSFT,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-07-05,Stock,,-14.4901481420094,-0.356071964017999,14.1340761779914
John Boozman,B001236,2025-06-14,2025-05-30,FBIN,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-12.0987973354335,3.61111111111111,15.7099084465446
John Boozman,B001236,2025-06-14,2025-05-20,NRG,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-13.9451454663843,1.10220440881763,15.0473498752019
John Boozman,B001236,2025-06-14,2025-05-20,GD,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,4.8127204447896,19.8600703199915,15.0473498752019
John Boozman,B001236,2025-06-14,2025-05-20,DTE,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-21.2544457636331,-6.20709588843123,15.0473498752019
John Boozman,B001236,2025-06-14,2025-05-20,LOW,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-8.11113365898567,6.93621621621621,15.0473498752019
John Boozman,B001236,2025-06-14,2025-05-16,TBLL,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-14.6715787258424,0.0851305334846797,14.7567092593271
John Boozman,B001236,2025-06-14,2025-05-13,VLO,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,8.35762055257035,24.5651691214566,16.2075485688862
John Boozman,B001236,2025-06-14,2025-05-30,RTX,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,15.1957187515797,30.9056271981243,15.7099084465446
John Boozman,B001236,2025-06-14,2025-05-30,META,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-16.2133911258138,-0.503482679269176,15.7099084465446
John Boozman,B001236,2025-06-14,2025-05-20,HD,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-19.6621224517832,-4.61477257658136,15.0473498752019
John Boozman,B001236,2025-06-14,2025-05-20,ATO,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-9.22082567658465,5.82652419861723,15.0473498752019
John Boozman,B001236,2025-06-14,2025-05-20,GOOGL,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,73.5671153034785,88.6144651786803,15.0473498752019
John Boozman,B001236,2025-06-14,2025-05-16,META,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-14.1492194882679,0.607489771059123,14.7567092593271
John Boozman,B001236,2025-06-14,2025-05-16,AMZN,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-4.7367666551148,10.0199426042123,14.7567092593271
John Boozman,B001236,2025-06-14,2025-05-16,HD,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,-20.3058452433598,-5.54913598403277,14.7567092593271
John Boozman,B001236,2025-06-14,2025-05-13,NVDA,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,18.4957532089942,34.7033017778804,16.2075485688862
Shelley Moore Capito,C001047,2025-06-13,2025-05-08,GOOGL,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-06-14,Stock,,79.768039936291,100.473165672803,20.7051257365117
John Hickenlooper,H000273,2025-06-13,2025-05-19,LBRDK,BUY,"$250,001 - $500,000",Senate,250001.0,D,2025-06-14,Stock,,-66.2136718340535,-51.5744852644328,14.6391865696207
Markwayne Mullin,M001190,2025-06-11,2025-05-13,TXN,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,-20.8727983032114,-4.66524973432519,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,SPY,SELL,"$500,001 - $1,000,000",Senate,500001.0,R,2025-06-11,Stock,,-0.0327820226385462,16.1747665462477,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,AMAT,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,33.598843386266,49.8063919551523,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,CSX,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,6.22205195501684,22.4296005239031,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,LHX,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,15.1978642625466,31.4054128314329,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,COP,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,-14.752732810152,1.45481575873421,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,CVX,BUY,"$50,001 - $100,000",Senate,50001.0,R,2025-06-11,Stock,,-10.8404955306003,5.36705303828593,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,LRCX,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,72.0857065630786,88.2932551319648,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,LPLA,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,-16.73758851771,-0.530039948823737,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,TMO,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,17.2066022645442,33.4141508334305,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,ADBE,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-06-11,Stock,,-26.5170603957609,-10.3095118268747,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,ZTS,BUY,"$50,001 - $100,000",Senate,50001.0,R,2025-06-11,Stock,,-42.2346042387323,-26.027055669846,16.2075485688862
Markwayne Mullin,M001190,2025-06-11,2025-05-13,VLO,BUY,"$50,001 - $100,000",Senate,50001.0,R,2025-06-11,Stock,,8.35762055257035,24.5651691214566,16.2075485688862
David H. McCormick,M001243,2025-06-04,2025-05-06,IJR,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-06-04,Stock,,0.0463823603558993,22.1052631578947,22.0588807975388
John Hickenlooper,H000273,2025-05-26,2025-05-09,FWONK,BUY,"$100,001 - $250,000",Senate,100001.0,D,2025-05-27,Stock,,-22.5124470426978,-1.64673799035033,20.8657090523474
John Hickenlooper,H000273,2025-05-26,2025-05-09,LBRDK,SELL,"$100,001 - $250,000",Senate,100001.0,D,2025-05-27,Stock,,-69.257663446238,-48.3919543938905,20.8657090523474
John Hickenlooper,H000273,2025-05-26,2025-05-09,LBRDK,BUY,"$100,001 - $250,000",Senate,100001.0,D,2025-05-27,Stock,,-69.257663446238,-48.3919543938905,20.8657090523474
